"id","target_year","h","ok1","ok2","hist_fcst","hist_lower","hist_upper"
85,1982,71.5,TRUE,TRUE,2.66199210708094,1.95000534034633,3.37397887381556
86,1981,19.5,TRUE,TRUE,2.48752887203504,1.67910207933685,3.29595566473322
86,1982,71.5,TRUE,TRUE,3.95008998249898,1.53470551639123,5.58199433897093
87,1981,19.5,TRUE,TRUE,-0.0500392077682914,-3.12582231573239,1.59158381016762
87,1982,71.5,TRUE,TRUE,1.18488313299809,-0.607722474227046,2.87056640806579
4,1981,6.5,TRUE,TRUE,0.821293754785293,-0.0499510864254024,1.71103878247845
4,1982,58.5,TRUE,TRUE,1.07448475607625,0.187095687563479,1.9499437275934
5,1981,6.5,TRUE,TRUE,0.95,0.397218630686328,1.50278136931367
5,1982,58.5,TRUE,TRUE,1.15921346607916,-0.04998766696989,2.32717884433871
7,1981,6.5,TRUE,TRUE,0.95,0.397218630686328,1.50278136931367
7,1982,58.5,TRUE,TRUE,0.716762205491276,-0.219063093463652,1.6893233035693
9,1981,6.5,TRUE,TRUE,1.95004368237933,-0.0500712391518596,3.40583287859855
9,1982,58.5,TRUE,TRUE,-0.049993481966941,-1.12792075517584,1.02793379124196
12,1981,6.5,TRUE,TRUE,0.947824338150948,0.032980759430728,1.86621309045007
12,1982,58.5,TRUE,TRUE,-2.00606442939044,-3.78512017625265,1.03700954207976
13,1981,6.5,TRUE,TRUE,0.919359533226791,-2.55066083399187,4.66056923544718
13,1982,58.5,TRUE,TRUE,2.57125308586587,-1.18193577832004,5.90271404853394
14,1981,6.5,TRUE,TRUE,0.95,0.397218630686328,1.50278136931367
14,1982,58.5,TRUE,TRUE,0.95,0.397218630686328,1.50278136931367
16,1981,6.5,TRUE,TRUE,1.32714873520188,0.565886571608392,2.08841089879536
16,1982,58.5,TRUE,TRUE,2.14255262056176,0.511722843573153,3.66467535226168
18,1981,6.5,TRUE,TRUE,1.41247104556609,0.60404429841647,2.22089779271571
18,1982,58.5,TRUE,TRUE,-1.87212743409757,-2.93293120547008,0.428016799934453
19,1981,6.5,TRUE,TRUE,1.23800986741271,0.526022009214789,1.94999772561062
19,1982,58.5,FALSE,FALSE,NA,NA,NA
20,1981,6.5,TRUE,TRUE,2.3218449668418,1.1867239433532,3.60651406706983
20,1982,58.5,TRUE,TRUE,1.37466289045499,-0.0499638698024659,2.67779419320337
21,1981,6.5,FALSE,FALSE,NA,NA,NA
21,1982,58.5,FALSE,FALSE,NA,NA,NA
23,1981,6.5,TRUE,TRUE,0.448079869923933,-1.99998568754584,2.57333147304886
23,1982,58.5,TRUE,TRUE,-0.0500198665835098,-2.738219090012,2.740112669248
25,1981,6.5,TRUE,TRUE,0.94791665445202,-0.266268565912149,2.16843472832008
25,1982,58.5,TRUE,TRUE,0.94791665445202,-0.266268565912149,2.16843472832008
30,1981,6.5,TRUE,TRUE,-0.049993481966941,-1.12792075517584,1.02793379124196
30,1982,58.5,TRUE,TRUE,-0.236208003940832,-1.21119935870691,0.73878335082525
31,1981,6.5,TRUE,TRUE,0.874320206451899,0.279704457231332,1.46893595567247
31,1982,58.5,TRUE,TRUE,0.767755902259489,-1.84415321106326,1.76799730988608
35,1981,6.5,TRUE,TRUE,1.23800986741271,0.526022009214789,1.94999772561062
35,1982,58.5,TRUE,TRUE,0.692543532620113,-0.6264207700504,2.27619429303493
36,1981,6.5,TRUE,TRUE,1.13781026420079,0.481210879871044,1.79440964853054
36,1982,58.5,TRUE,TRUE,3.20503312328939,1.62667897467873,4.53147053387083
39,1981,6.5,TRUE,TRUE,1.23800986741271,0.526022009214789,1.94999772561062
39,1982,58.5,TRUE,TRUE,0.736679544430799,-0.423252792759964,1.94996909131907
40,1981,6.5,TRUE,TRUE,0.95,0.397218630686328,1.50278136931367
40,1982,58.5,TRUE,TRUE,0.661991068108959,-0.0499962729500101,1.37397840916793
41,1981,6.5,TRUE,TRUE,0.140986704495959,-0.859002142099403,1.14097555109132
41,1982,58.5,TRUE,TRUE,-2.23017256034933,-3.43533133359933,-1.02501378709933
42,1981,6.5,TRUE,TRUE,1.66918766997133,0.718852755657397,2.61952258428526
42,1982,58.5,TRUE,TRUE,-2.00005013541573,-3.44091894325947,-0.0503098241543758
44,1981,6.5,TRUE,TRUE,0.901434625089161,-0.252848967193272,2.20787346113005
44,1982,58.5,TRUE,TRUE,0.988613374257984,-0.686983117074582,2.44904257660439
47,1981,6.5,TRUE,TRUE,1.62473508892343,0.414299067351127,2.88179656407965
47,1982,58.5,TRUE,TRUE,1.50540785981135,-0.160007869754832,3.29797161489694
53,1981,6.5,TRUE,TRUE,1.23800986741271,0.526022009214789,1.94999772561062
53,1982,58.5,TRUE,TRUE,0.521871198434097,-0.768822133637011,1.95011187573078
54,1981,6.5,TRUE,TRUE,0.562098173184431,-1.83975904258604,2.2445806296951
54,1982,58.5,TRUE,TRUE,0.48469090696185,-2.66153963883362,2.5258004349891
58,1981,6.5,TRUE,TRUE,1.95000606000959,0.844439971521845,3.05557214849733
58,1982,58.5,TRUE,TRUE,-1.26550391398064,-2.85783348544942,0.509838707896733
62,1981,6.5,TRUE,TRUE,0.95,0.397218630686328,1.50278136931367
62,1982,58.5,TRUE,TRUE,1.33821158295737,0.45450524024588,2.17957758853971
63,1981,6.5,TRUE,TRUE,1.41247104556609,0.60404429841647,2.22089779271571
63,1982,58.5,TRUE,TRUE,1.06992773665485,0.135507334820223,2.92939783953906
66,1981,6.5,FALSE,FALSE,NA,NA,NA
66,1982,58.5,FALSE,FALSE,NA,NA,NA
67,1981,6.5,TRUE,TRUE,0.95,0.397218630686328,1.50278136931367
67,1982,58.5,TRUE,TRUE,0.95,0.397218630686328,1.50278136931367
68,1981,6.5,TRUE,TRUE,1.75901962443865,0.759027279326148,2.75901196955115
68,1982,58.5,TRUE,TRUE,-0.744192518433898,-1.43837949768836,-0.0500055391794339
69,1981,6.5,TRUE,TRUE,1.95000606000959,0.844439971521845,3.05557214849733
69,1982,58.5,TRUE,TRUE,-0.0499545311519424,-1.99996076063981,1.94991668363003
70,1981,6.5,TRUE,TRUE,1.23800986741271,0.526022009214789,1.94999772561062
70,1982,58.5,TRUE,TRUE,1.1121788192819,-0.0560573861858012,2.39878112084981
72,1981,6.5,FALSE,FALSE,NA,NA,NA
72,1982,58.5,TRUE,TRUE,1.23800986741271,0.526022009214789,1.94999772561062
74,1981,6.5,TRUE,TRUE,0.95,0.397218630686328,1.50278136931367
74,1982,58.5,TRUE,TRUE,0.424257622912796,-0.661663104318306,1.62782313973168
75,1981,6.5,TRUE,TRUE,1.49691558833215,0.64180947120124,2.35202170546306
75,1982,58.5,TRUE,TRUE,0.947823499405255,-0.806140917960926,2.71599453971449
76,1981,6.5,TRUE,TRUE,0.95,0.397218630686328,1.50278136931367
76,1982,58.5,TRUE,TRUE,0.95,0.397218630686328,1.50278136931367
79,1981,6.5,TRUE,TRUE,1.02567496964382,0.431061886987668,1.62028805229998
79,1982,58.5,TRUE,TRUE,1.37466289045499,-0.0499638698024659,2.67779419320337
80,1981,6.5,TRUE,TRUE,1.13781026420079,0.481210879871044,1.79440964853054
80,1982,58.5,TRUE,TRUE,0.047627400172562,-1.00396873050486,1.09922353084998
82,1981,6.5,TRUE,TRUE,1.23800986741271,0.526022009214789,1.94999772561062
82,1982,58.5,TRUE,TRUE,1.49691558833215,0.64180947120124,2.35202170546306
84,1981,6.5,TRUE,TRUE,1.65494825950013,0.697688802522622,2.52000633532016
84,1982,58.5,TRUE,TRUE,-0.991396460176464,-2.00249903076618,0.981902132956462
88,1981,6.5,TRUE,TRUE,0.762189710679991,0.105590312464807,1.41878910889517
88,1982,58.5,TRUE,TRUE,0.903185951000742,0.243115591765555,1.56809790577731
89,1981,6.5,TRUE,TRUE,0.95,0.397218630686328,1.50278136931367
89,1982,58.5,TRUE,TRUE,-0.954011104087671,-1.99995026814204,0.407662531785822
96,1981,6.5,TRUE,TRUE,1.23800986741271,0.526022009214789,1.94999772561062
96,1982,58.5,TRUE,TRUE,-0.049993481966941,-1.12792075517584,1.02793379124196
97,1981,6.5,TRUE,TRUE,1.41247104556609,0.60404429841647,2.22089779271571
97,1982,58.5,TRUE,TRUE,-0.0693947272657003,-1.13659735353196,0.997807899000561
3,1982,45.5,TRUE,TRUE,0.403084405583577,-0.452021714910607,1.25819052607776
3,1983,97.5,TRUE,TRUE,3.9500044206852,2.84443923838544,5.05556960298496
5,1982,45.5,TRUE,TRUE,-2.56743575042632,-3.95902733170617,-1.17584416914647
5,1983,97.5,TRUE,TRUE,2.52367165921856,1.22476902170806,3.94992553585681
9,1982,45.5,TRUE,TRUE,1.831516307637,-0.621054807412325,3.56496608502427
9,1983,97.5,TRUE,TRUE,5.25330582745032,2.67722676209647,8.52859984943988
16,1982,45.5,TRUE,TRUE,-0.947803956813431,-1.90521053116732,0.946073730849754
16,1983,97.5,TRUE,TRUE,2.10725055236019,-0.809712493044669,4.55154969894498
19,1982,45.5,TRUE,TRUE,-0.0531133093437773,-1.99662202827473,1.96780812812115
19,1983,97.5,TRUE,TRUE,3.26860136578378,0.317206956454437,5.46461396112569
21,1982,45.5,FALSE,FALSE,NA,NA,NA
21,1983,97.5,FALSE,FALSE,NA,NA,NA
23,1982,45.5,TRUE,TRUE,-0.0499545311519424,-1.99996076063981,1.94991668363003
23,1983,97.5,TRUE,TRUE,1.9483934403152,-0.0467919266898184,3.95326909001236
27,1982,45.5,TRUE,TRUE,4.95376323948484,3.18210154649598,6.70094009083069
27,1983,97.5,TRUE,TRUE,6.77842207538222,5.21492304755542,8.34192110320901
30,1982,45.5,TRUE,TRUE,-1.999998331006,-3.07792107857887,-0.922075583433128
30,1983,97.5,TRUE,TRUE,4.95376323948484,3.18210154649598,6.70094009083069
31,1982,45.5,TRUE,TRUE,-1.50783647219971,-2.16175158495148,-0.393096033126596
31,1983,97.5,TRUE,TRUE,4.55969497173382,3.16792825402407,5.95003189124817
35,1982,45.5,TRUE,TRUE,0.140986704495959,-0.859002142099403,1.14097555109132
35,1983,97.5,TRUE,TRUE,3.49560413140269,1.26785223846952,5.32513089933261
36,1982,45.5,TRUE,TRUE,2.1075006158991,0.407370176299252,3.34492859048464
36,1983,97.5,TRUE,TRUE,6.16932367237066,3.94998509695281,7.91750791140525
40,1982,45.5,TRUE,TRUE,-1.025,-1.56396183508083,-0.48603816491917
40,1983,97.5,TRUE,TRUE,2.14098041023287,1.14098808428613,3.1409727361796
41,1982,45.5,TRUE,TRUE,-1.81379655789439,-2.78879043435799,-0.838802681430787
41,1983,97.5,TRUE,TRUE,1.9483934403152,-0.0467919266898184,3.95326909001236
47,1982,45.5,TRUE,TRUE,0.873163565921093,-1.27378490676908,3.1593794039782
47,1983,97.5,TRUE,TRUE,2.44285180963361,-0.159953760176879,4.4692690121069
53,1982,45.5,TRUE,TRUE,-1.38185015682807,-2.51604667909908,0.80565125109304
53,1983,97.5,TRUE,TRUE,2.55145182383187,0.935084472083153,4.04235093641944
58,1982,45.5,TRUE,TRUE,0.736679544430799,-0.423252792759964,1.94996909131907
58,1983,97.5,TRUE,TRUE,-0.049993481966941,-1.12792075517584,1.02793379124196
60,1982,45.5,TRUE,TRUE,0.148460555588131,-1.99981046723696,1.55107726630107
60,1983,97.5,TRUE,TRUE,4.72925504177305,2.65036819999785,5.83723891547401
61,1982,45.5,TRUE,TRUE,-0.65727930112558,-1.39951028765519,0.0849516854040324
61,1983,97.5,TRUE,TRUE,3.05780432560653,1.94995607779628,4.14561940097405
62,1982,45.5,TRUE,TRUE,-0.049993481966941,-1.12792075517584,1.02793379124196
62,1983,97.5,TRUE,TRUE,4.95376323948484,3.18210154649598,6.70094009083069
63,1982,45.5,TRUE,TRUE,-0.574088026151021,-1.36230559957602,0.214129547273978
63,1983,97.5,TRUE,TRUE,2.4030843010484,1.54797812276911,3.25819047932768
65,1982,45.5,TRUE,TRUE,-0.049993481966941,-1.12792075517584,1.02793379124196
65,1983,97.5,TRUE,TRUE,1.95000606000959,0.844439971521845,3.05557214849733
67,1982,45.5,TRUE,TRUE,-0.475478267010453,-2.75411764328096,1.24729436068257
67,1983,97.5,TRUE,TRUE,2.40439558312202,0.574868074080292,4.63214679932874
68,1982,45.5,TRUE,TRUE,-1.36204263549501,-2.00000644974775,-0.357287078478164
68,1983,97.5,TRUE,TRUE,3.57536040587663,1.91321962223598,5.84922854357959
69,1982,45.5,TRUE,TRUE,-1.29978150874103,-2.35013503443895,0.763881580750142
69,1983,97.5,FALSE,FALSE,NA,NA,NA
70,1982,45.5,TRUE,TRUE,0.521871198434097,-0.768822133637011,1.95011187573078
70,1983,97.5,TRUE,TRUE,2.48445890194726,0.924659507913557,4.26059827310929
72,1982,45.5,TRUE,TRUE,-0.049993481966941,-1.12792075517584,1.02793379124196
72,1983,97.5,TRUE,TRUE,4.31788519416363,3.41568253691629,5.22008785141098
75,1982,45.5,TRUE,TRUE,-0.580685210432796,-2.29088395731931,0.978881393519738
75,1983,97.5,TRUE,TRUE,2.40454917306186,1.04793598810144,3.95004469361321
78,1982,45.5,FALSE,FALSE,NA,NA,NA
78,1983,97.5,TRUE,TRUE,4.14070959231404,1.77128914316161,5.63146329997701
79,1982,45.5,TRUE,TRUE,-1.17736934673688,-2.41623594038038,1.11505266457611
79,1983,97.5,TRUE,TRUE,3.14824467288988,1.32606951053254,5.22370491005216
83,1982,45.5,TRUE,TRUE,-1.2321466132835,-2.21323187041615,0.726512382663
83,1983,97.5,TRUE,TRUE,1.91308776520351,-1.11714787478723,3.98767011330996
86,1982,45.5,TRUE,TRUE,-0.0500091823578389,-1.26153798217935,1.5246540414878
86,1983,97.5,TRUE,TRUE,3.35639330751056,1.67212746617862,5.38074781258312
87,1982,45.5,TRUE,TRUE,0.0414591881516697,-1.6892135060674,1.45014086634158
87,1983,97.5,TRUE,TRUE,3.32982872841547,0.345054780745881,5.62561545429153
88,1982,45.5,TRUE,TRUE,-0.559433554728467,-2.51961183892722,1.95003642116179
88,1983,97.5,TRUE,TRUE,1.55549338835121,-1.43077820100429,3.1866127446238
90,1982,45.5,TRUE,TRUE,2.78446425763329,1.49499012104833,3.96236125789953
90,1983,97.5,TRUE,TRUE,2.99172375464456,1.3686999372222,4.39526997916406
3,1982,32.5,TRUE,TRUE,-1.30580747662456,-1.99999445314743,-0.611620500101688
3,1983,84.5,TRUE,TRUE,4.40308423120361,3.54797801431543,5.25819044809179
4,1982,32.5,FALSE,FALSE,NA,NA,NA
4,1983,84.5,FALSE,FALSE,NA,NA,NA
5,1982,32.5,TRUE,TRUE,-0.744192518433898,-1.43837949768836,-0.0500055391794339
5,1983,84.5,TRUE,TRUE,3.16109949690634,1.94998555555295,4.32573123775259
9,1982,32.5,TRUE,TRUE,0.947823499405255,-0.806140917960926,2.71599453971449
9,1983,84.5,TRUE,TRUE,5.94990985746912,2.78523469929034,9.89089872767624
10,1982,32.5,TRUE,TRUE,-1.81379655789439,-2.78879043435799,-0.838802681430787
10,1983,84.5,TRUE,TRUE,-0.475478267010453,-2.75411764328096,1.24729436068257
12,1982,32.5,TRUE,TRUE,-2.58443126358445,-3.9917654749985,-0.579265398111064
12,1983,84.5,TRUE,TRUE,1.52991092477229,-1.10243710201773,3.71235709366675
13,1982,32.5,TRUE,TRUE,-0.651914884262782,-2.19387114908286,3.27411556413413
13,1983,84.5,TRUE,TRUE,2.91733473635083,0.299095382870624,5.77621104389704
15,1982,32.5,TRUE,TRUE,-1.0567300151038,-2.40514982828824,0.430151954518656
15,1983,84.5,TRUE,TRUE,2.55145182383187,0.935084472083153,4.04235093641944
16,1982,32.5,TRUE,TRUE,-1.33859860197395,-1.93757708518752,-0.0404541312090297
16,1983,84.5,TRUE,TRUE,2.94259406422966,0.65867549582082,5.033981465536
19,1982,32.5,TRUE,TRUE,-1.35082743650671,-2.23201168312421,-0.0499645061705445
19,1983,84.5,TRUE,TRUE,2.91733473635083,0.299095382870624,5.77621104389704
20,1982,32.5,TRUE,TRUE,-1.09988621323243,-2.16678219547667,0.188873037018294
20,1983,84.5,TRUE,TRUE,0.94791665445202,-0.266268565912149,2.16843472832008
30,1982,32.5,TRUE,TRUE,-1.02622618790664,-2.74462693132752,0.700149689373425
30,1983,84.5,TRUE,TRUE,4.32646699091758,1.77292993599226,5.97606676851546
31,1982,32.5,TRUE,TRUE,-0.846418967270958,-1.8338284441136,1.04628112461201
31,1983,84.5,TRUE,TRUE,5.34537683033532,4.27217819140679,6.04699567213998
33,1982,32.5,TRUE,TRUE,-1.44036963734525,-2.71089108693946,-0.0500519622145526
33,1983,84.5,FALSE,FALSE,NA,NA,NA
35,1982,32.5,TRUE,TRUE,-0.049993481966941,-1.12792075517584,1.02793379124196
35,1983,84.5,TRUE,TRUE,4.42192208698414,1.95038452505928,5.95002383815262
40,1982,32.5,TRUE,TRUE,-1.31207912441958,-2.07977209256763,0.325694828336594
40,1983,84.5,TRUE,TRUE,3.23079323721216,0.539649261377392,5.17647225028796
41,1982,32.5,TRUE,TRUE,-3.13322037258764,-4.83756715204244,-1.42887359313283
41,1983,84.5,TRUE,TRUE,-0.049993481966941,-1.12792075517584,1.02793379124196
46,1982,32.5,TRUE,TRUE,-1.3412522594749,-1.93768621803079,-0.0474676281105423
46,1983,84.5,TRUE,TRUE,2.90745755314919,1.0986526607393,5.05015757929006
47,1982,32.5,TRUE,TRUE,-0.438470387455716,-3.753988434601,4.09572035453699
47,1983,84.5,TRUE,TRUE,2.3435934829328,-1.18827745009173,6.23202431538048
51,1982,32.5,TRUE,TRUE,-1.63647707467466,-2.27653801420805,0.0607666633529012
51,1983,84.5,TRUE,TRUE,2.93766197725558,0.966281676577394,5.0024596767005
53,1982,32.5,TRUE,TRUE,-0.987052768164929,-1.81088344439132,-0.0499283196596007
53,1983,84.5,TRUE,TRUE,3.0706448602143,1.93303298877815,4.4742661029351
58,1982,32.5,TRUE,TRUE,-2.00005013541573,-3.44091894325947,-0.0503098241543758
58,1983,84.5,TRUE,TRUE,-1.999998331006,-3.07792107857887,-0.922075583433128
60,1982,32.5,TRUE,TRUE,-1.20811465306868,-1.84829885681421,-0.567930449323145
60,1983,84.5,TRUE,TRUE,3.94997402663964,2.34846299577004,5.5514785117461
62,1982,32.5,TRUE,TRUE,-0.916671139221189,-1.51551515029952,-0.317827128142857
62,1983,84.5,TRUE,TRUE,3.9500044206852,2.84443923838544,5.05556960298496
63,1982,32.5,TRUE,TRUE,-0.65727930112558,-1.39951028765519,0.0849516854040324
63,1983,84.5,TRUE,TRUE,2.84219567439363,1.75438059902555,3.9500439222063
65,1982,32.5,TRUE,TRUE,-1.4005113890382,-3.08361805839012,0.562748797407469
65,1983,84.5,TRUE,TRUE,0.569217979029542,-1.18303211796594,2.57027075702908
66,1982,32.5,FALSE,FALSE,NA,NA,NA
66,1983,84.5,FALSE,FALSE,NA,NA,NA
67,1982,32.5,TRUE,TRUE,-0.236208003940832,-1.21119935870691,0.73878335082525
67,1983,84.5,TRUE,TRUE,0.947787805962854,-1.16150065225803,3.07885291035467
68,1982,32.5,TRUE,TRUE,-1.47591194091786,-2.26412949613915,-0.687694385696569
68,1983,84.5,TRUE,TRUE,2.55145182383187,0.935084472083153,4.04235093641944
69,1982,32.5,TRUE,TRUE,-1.41886374326465,-2.28431177127685,0.384201284883229
69,1983,84.5,FALSE,FALSE,NA,NA,NA
70,1982,32.5,TRUE,TRUE,-1.36204263549501,-2.00000644974775,-0.357287078478164
70,1983,84.5,TRUE,TRUE,2.94999948246531,1.18665892481216,4.7133408012055
72,1982,32.5,TRUE,TRUE,-0.049993481966941,-1.12792075517584,1.02793379124196
72,1983,84.5,TRUE,TRUE,4.48752883081734,3.67910201533478,5.2959556462999
74,1982,32.5,TRUE,TRUE,-1.02051116851233,-1.86389486042698,0.182922108311136
74,1983,84.5,TRUE,TRUE,2.9917213269339,1.36871117309218,4.39525614204151
75,1982,32.5,TRUE,TRUE,-1.24412811092503,-2.00003146213496,-0.0500182198982852
75,1983,84.5,TRUE,TRUE,3.16570499951614,1.68884532764933,4.57104236798482
78,1982,32.5,TRUE,TRUE,-1.025,-1.56396183508083,-0.48603816491917
78,1983,84.5,TRUE,TRUE,2.69962575407504,1.45289724904583,3.8528246287036
79,1982,32.5,TRUE,TRUE,-1.20595534190757,-2.30840189716199,0.213225074453305
79,1983,84.5,TRUE,TRUE,2.64464452082445,0.159129582947473,5.19634484877753
80,1982,32.5,TRUE,TRUE,-1.55825063664321,-2.39198348883506,-0.72451778445136
80,1983,84.5,TRUE,TRUE,2.52367165921856,1.22476902170806,3.94992553585681
83,1982,32.5,TRUE,TRUE,-1.2321466132835,-2.21323187041615,0.726512382663
83,1983,84.5,TRUE,TRUE,1.91308776520351,-1.11714787478723,3.98767011330996
84,1982,32.5,TRUE,TRUE,-1.45346266501355,-2.43526589151311,-0.350053609069132
84,1983,84.5,TRUE,TRUE,0.666120694392661,-1.99997206706238,2.46770961592356
88,1982,32.5,TRUE,TRUE,0.140986704495959,-0.859002142099403,1.14097555109132
88,1983,84.5,TRUE,TRUE,0.71099547186731,-0.957945385170494,2.51436205881481
92,1982,32.5,TRUE,TRUE,-1.45780672301118,-2.34350187391096,-0.557097333841047
92,1983,84.5,TRUE,TRUE,2.58327756744805,0.569509592777357,4.07919558639859
93,1982,32.5,TRUE,TRUE,-0.31693216189975,-2.06680278404991,2.75679725550293
93,1983,84.5,TRUE,TRUE,3.57536040587663,1.91321962223598,5.84922854357959
3,1982,19.5,TRUE,TRUE,0.762189710679991,0.105590312464807,1.41878910889517
3,1983,71.5,TRUE,TRUE,4.40308423120361,3.54797801431543,5.25819044809179
5,1982,19.5,TRUE,TRUE,0.95,0.397218630686328,1.50278136931367
5,1983,71.5,TRUE,TRUE,3.41247541441664,2.60404625224783,4.22090457658545
9,1982,19.5,TRUE,TRUE,-1.02622618790664,-2.74462693132752,0.700149689373425
9,1983,71.5,TRUE,TRUE,4.95376323948484,3.18210154649598,6.70094009083069
16,1982,19.5,TRUE,TRUE,-1.30739367193253,-1.90714343276178,-0.346720334233592
16,1983,71.5,TRUE,TRUE,2.55193785215046,0.427177821712829,4.45818588036267
19,1982,19.5,TRUE,TRUE,-1.66854162179902,-2.6048977059951,-0.406751734233645
