"target_year","h","hist_fcst","hist_lower","hist_upper"
1995,6.5,1.76553339224906,1.04514835494957,2.66495983637692
1996,58.5,2.27737156216144,1.22766532542947,3.57461688975728
1996,45.5,2.39097101946824,1.63460449868843,3.22903448429093
1997,97.5,2.56326407903698,1.52274705665521,3.57359525476822
1996,32.5,2.56010389805306,1.66939551415628,3.44304683906408
1997,84.5,2.51367777327224,0.708431986810251,5.05524024373174
1996,19.5,2.47993477131315,1.68149614734353,3.38660525354376
1997,71.5,2.67662205020583,1.78144459751956,3.58732838746615
1996,6.5,2.29447135681385,1.78919617034142,2.77214811080099
1997,58.5,2.4718400365101,1.28285295240024,3.60257863719711
1997,45.5,2.3518159228269,1.26805030799013,3.68147818047476
1998,97.5,2.61421753930399,1.4876301891222,3.7431190792192
1997,32.5,2.37614710486732,1.64835016360528,3.14735368783735
1998,84.5,2.51308051484825,1.30369607686925,3.65856095508044
1997,19.5,2.2124021384633,1.14579647495778,3.55489485073553
1998,71.5,2.44722623765184,1.4928116417964,3.57930731333469
1997,6.5,2.19341306198061,1.46502715670846,2.97359082008658
1998,58.5,2.23130250644574,1.0653434153274,3.73201101190527
1998,45.5,2.00654774672283,1.10817619888494,3.07027548342528
1999,97.5,2.26369738937673,1.22159329929877,3.55280114079619
1998,32.5,1.56491744409319,0.879243463399535,2.4153604293087
1999,84.5,2.14078480531179,1.04095415025311,3.17740953224894
1998,19.5,1.37088348854622,0.478766538906504,2.77792835790851
1999,71.5,1.9632959057203,0.880258093703456,3.10571079561325
1998,6.5,1.1923886458052,0.660107464876294,1.90103624514651
1999,58.5,1.56006120223733,0.669053076384959,2.80380751542837
1999,45.5,1.38468017167978,0.613944172200311,2.48825527582884
2000,97.5,1.65827806645644,0.529875147416804,3.4333265800322
1999,32.5,1.36277297749167,0.430340888811438,2.89421205017755
2000,84.5,1.74232346624006,0.788785792034211,2.73641298473561
1999,19.5,1.48582132438938,0.811195789709403,2.40085478741985
2000,71.5,1.81222586005937,0.910608056776138,3.01057716435688
1999,6.5,1.44361700330916,0.781686374750102,2.20929533403646
2000,58.5,1.77066615094259,0.95685054076667,2.84017619843301
2000,45.5,1.74759680894781,0.606833751752115,3.4682607212189
2001,97.5,2.08505840353194,1.19049602683874,3.20633994447535
2000,32.5,2.27588770770466,1.16451211335014,3.67084604337744
2001,84.5,2.40152505773729,1.23883593652007,3.72962322308031
2000,19.5,2.31816533436268,1.30914326252821,3.5432950114521
2001,71.5,2.2608789771571,1.14818056832546,3.66281969454341
2000,6.5,2.34852460868009,1.83729993831038,2.87570404210259
2001,58.5,2.38835971889101,1.47954820343673,3.29537754563101
2001,45.5,2.185700959831,1.20472423231302,3.25212280408007
2002,97.5,2.23706443583375,1.16920367093984,3.57418340454384
2001,32.5,2.45037839744795,1.61926506766171,3.22851834105289
2002,84.5,2.28677903465019,1.34126273902965,3.26421560544809
2001,19.5,2.21034616949036,0.78045531433648,4.12145904635841
2002,71.5,2.21872042852693,1.1651228210152,3.26020555327033
2001,6.5,2.28951866249114,1.70238802315009,2.87390458173216
2002,58.5,1.88323251206409,0.940114817580739,3.09084503051643
2002,45.5,1.60754796184479,0.743385844464931,2.77659477566252
2003,97.5,2.08293997152703,0.996213117610667,3.42178044088272
2002,32.5,1.4747990993089,0.736753946385305,2.48319314357542
2003,84.5,2.04541880503203,1.04717843656342,3.39279870468435
2002,19.5,1.25407119612946,0.327533138381297,2.86318842265745
2003,71.5,1.79554939238372,0.657084618289684,2.99139756824454
2002,6.5,1.1745326158004,0.210297620219611,3.10260684175774
2003,58.5,1.60426375129545,0.698260054985322,2.69701206981632
2003,45.5,1.76536964719468,0.885229626787588,2.90602610537139
2004,97.5,1.9240459861542,0.929741343150866,3.19430166495899
2003,32.5,1.68816666816489,0.872176666074024,2.78261559093544
2004,84.5,1.82422970763329,0.856216673977076,3.13139183446842
2003,19.5,1.53666818964184,0.896358219678597,2.32337702169878
2004,71.5,1.83223220745693,0.877361974084423,2.96851606816523
2003,6.5,1.58375559636315,1.06503341279394,2.10325861479093
2004,58.5,1.6891227536908,0.850159964964536,2.78425034597899
2004,45.5,1.53863417943866,0.700089569914681,2.72822282272814
2005,97.5,1.73319815404536,0.679600380944214,3.03366792748074
2004,32.5,1.94139307876664,0.959698624517286,3.14261965851412
2005,84.5,2.1964825845707,0.969221757291921,3.51323230848905
2004,19.5,2.39141674064724,1.65057703524141,3.14263590584292
2005,71.5,2.33624746177626,1.25259138402196,3.66924052856988
2004,6.5,2.35088356763012,1.6631317563892,2.98189710335979
2005,58.5,2.07682080633963,1.14586781706573,3.24283487621305
2005,45.5,2.22244413116309,1.05546212328747,3.72824593603372
2006,97.5,2.12325617063644,1.15909469006927,3.24378427392974
2005,32.5,2.60963209203304,1.70546404846971,3.50293070521556
2006,84.5,2.41613357758368,1.40238559605479,3.47360281037424
2005,19.5,2.55150092252363,1.64831797535467,3.44530018043248
2006,71.5,2.40527622366511,1.43765555184409,3.36086891198702
2005,6.5,2.62688841154667,1.79274258156238,3.4596851725622
2006,58.5,2.65735067875396,1.63359621158801,3.66888709374668
2006,45.5,2.66233075397288,1.73409709934094,3.6441399947023
2007,97.5,2.49878275003664,1.40923161697209,3.63895596536992
2006,32.5,2.89050300903203,1.97741500490429,3.92212679276331
2007,84.5,2.60530753539796,1.46580521218187,3.74791364104138
2006,19.5,3.1576927356826,2.31496217826919,4.03757842745129
2007,71.5,2.59588021090872,0.89221665670675,4.86095947037988
2006,6.5,2.93056260463137,2.15379702241046,3.79588841748247
2007,58.5,2.62491782703381,1.65085986940068,3.69047861436256
2007,45.5,2.25005989645684,1.17425096180945,3.59602493926027
2008,97.5,2.23281179158863,1.06848357506478,3.73017090783844
2007,32.5,2.59366218207557,1.66263892654845,3.51631219916341
2008,84.5,2.44453761175673,1.28991708520505,3.6236717673879
2007,19.5,2.65960640088513,1.78517975448291,3.54365988797654
2008,71.5,2.37316440648411,1.31625493246339,3.58341164036101
2007,6.5,2.52410713764003,1.62453900793076,3.41543786350131
2008,58.5,2.3579701387273,1.32660794175133,3.52510047465487
2008,45.5,2.38486539688313,1.2944253954458,3.61564070013602
2009,97.5,2.36536000863061,1.22052887078968,3.85879950234319
2008,32.5,2.60770536338302,1.67184229071927,3.60704042604178
2009,84.5,2.50844402152749,1.37155745354754,3.66115903301617
2008,19.5,2.45224984035739,1.57879921709228,3.32908413337504
2009,71.5,2.43752625902971,1.36283985812388,3.52146098673034
2008,6.5,2.38973590184488,1.75941163630249,3.09121093743551
2009,58.5,2.15543745779912,1.07517689915258,3.33542291713131
2009,45.5,1.02711229017397,-0.0512097475556243,2.22798383475296
2010,97.5,1.4892931683275,0.129616208757042,3.04020554740765
2009,32.5,1.37963365963988,0.452985170477774,2.87669244369812
2010,84.5,1.57886209049088,0.216290030929328,2.98301588498732
2009,19.5,1.29363017968261,0.712521060046005,2.0785368093376
2010,71.5,1.61949091609161,0.37466962811587,3.20426261397889
2009,6.5,1.25693164660783,0.727275329089315,1.90759773746864
2010,58.5,1.52191908106804,0.440285251366239,2.87939924036734
2010,45.5,1.34539255650747,0.310457208210561,2.42308971039316
2011,97.5,1.63286628200093,0.4810843330193,2.8414366604407
2010,32.5,1.17244844845623,0.266937337643107,2.35370320875116
2011,84.5,1.64259827823688,0.46811759417972,2.85711167412622
2010,19.5,1.03663469569444,0.394318293158152,2.0369410805663
2011,71.5,1.32091565523536,0.431319767661383,2.76585373711428
2010,6.5,1.11962057043378,0.323335627713973,2.48617509897707
2011,58.5,1.49597832560778,0.456569206942024,2.62942689477556
2011,45.5,1.41646638231393,0.526027656498466,2.48513442352246
2012,97.5,1.62974341372445,0.53593936688008,2.92805470224691
2011,32.5,1.61443871794207,0.803066715124382,2.669177259102
2012,84.5,1.84682808136285,0.599525423678053,3.25109605620582
2011,19.5,2.08919201620381,1.18272265281052,2.99670269455906
2012,71.5,1.91978125181895,0.737546310719285,3.17870477408993
2011,6.5,2.26914440813074,1.18853911676871,3.6171522072277
2012,58.5,2.01098459874965,1.02650859258041,3.22103806394612
2012,45.5,1.86612029769963,0.925029368157773,2.92523868876513
2013,97.5,2.06685269368303,0.86332003823615,3.29582426147184
2012,32.5,1.8328881586784,1.00400711180773,2.70150557632205
2013,84.5,2.01600120993504,0.955096320701896,3.08214601992478
2012,19.5,1.637606817788,0.603145650305109,3.18973614112382
2013,71.5,1.86565865261125,0.837125085718858,2.95168785421553
2012,6.5,1.56606382648238,0.349734518927833,3.73956143668386
2013,58.5,1.9932110771804,1.06557820758503,2.92010931413045
2013,45.5,1.80914402753529,0.996588804662991,2.75393470346546
2014,97.5,2.04379704987876,1.06078377016136,3.01729391569894
2013,32.5,1.61454342553075,0.914338978250816,2.44268462281563
2014,84.5,1.86306336455174,0.972699125935672,2.88417864543054
2013,19.5,1.48760709488251,0.859774891327353,2.29792280443471
2014,71.5,1.72255881041066,0.770645863880009,2.82826838870327
2013,6.5,1.47925962236799,0.927965630234363,2.16542841084715
2014,58.5,1.65884814344585,0.612657872523788,3.22284423335894
2014,45.5,1.65642990008897,0.859252253778813,2.53661521066745
2015,97.5,1.8658315259376,0.759272439323814,3.02561282160525
2014,32.5,1.50204662698886,0.45732633616993,2.81227517725092
2015,84.5,1.76883758577152,0.751553010646772,2.8733007035411
2014,19.5,1.73256641958761,1.19615415504312,2.26211578177023
2015,71.5,1.81002439782817,0.939110508571292,2.72930170889136
2014,6.5,1.6467122133444,1.24439758882849,2.08559282293066
2015,58.5,1.79278966808458,1.14977476367359,2.42741493044839
2015,45.5,1.30906614324109,0.577687017841332,2.17958261447682
2016,97.5,1.75836432250414,0.724175220066004,2.8888793415578
2015,32.5,1.08679385374577,0.413012197677885,1.87161748703793
2016,84.5,1.67221228944524,0.835145852373767,2.59658134590563
2015,19.5,1.14672981796982,0.542450414998905,1.84111508205197
2016,71.5,1.69484453251525,0.756683533031055,2.736378540656
2015,6.5,1.12685153886103,0.656329143409845,1.63270263192175
2016,58.5,1.64908380121393,0.822996587600661,2.56755487727106
2016,45.5,1.48824831789387,0.396225873561806,2.89323064793303
2017,97.5,1.72545480711069,0.693371319025388,2.87038474755011
2016,32.5,1.41400636886515,0.807341620747257,2.13729719639119
2017,84.5,1.69751056752719,0.713931313435501,2.79493164176946
2016,19.5,1.38226456350196,0.855624002715358,2.01558206272191
2017,71.5,1.80220935030252,0.723415005416599,2.96352798454851
2016,6.5,1.4069418194619,0.938153509909711,1.94587171633266
2017,58.5,1.80367800674575,0.703931398376752,2.98890567214833
2017,45.5,2.04181001561458,1.35041198575071,2.64937857658641
2018,97.5,1.99246456705575,1.02154795499063,2.95737218568901
2017,32.5,2.01063754605342,1.4181767515246,2.55017281942018
2018,84.5,2.09346684264339,1.40223878476541,2.75449833794339
2017,19.5,1.78799107532013,1.28631362974579,2.32201403624369
2018,71.5,1.96938902339948,0.964021295973104,2.97686579048139
2017,6.5,1.76032828434416,1.42856196987955,2.09450207953029
2018,58.5,1.95952843635045,0.890964265625902,3.03475583711739
2018,45.5,2.00932231956795,1.38598902607465,2.59379013723962
2019,97.5,2.09732607776389,1.40365015142223,2.83406548677632
2018,32.5,2.22854432901716,1.24197783428761,3.13084763307032
2019,84.5,2.1634963217593,1.33317132498165,2.94463242009346
2018,19.5,2.26279046563786,1.09147451243303,3.29920855313463
2019,71.5,2.24841672632715,1.50392183459076,2.90630918860659
2018,6.5,2.19255032375627,1.82290374803245,2.5459161435992
2019,58.5,2.16859502044516,1.56913881296859,2.74718177477985
2019,45.5,2.08331865451101,1.50155630357446,2.64257421923421
2020,97.5,2.0874741412303,1.40063088405385,2.76277448124539
2019,32.5,1.87070164724445,1.27029666658519,2.44776008798823
2020,84.5,2.01924891755003,1.30894997988303,2.64683125672716
2019,19.5,1.90170090801277,1.38428807399067,2.42307962593726
2020,71.5,1.96875383361899,1.30088429959603,2.64740740917493
2019,6.5,1.82666529362827,1.42079190824222,2.24123290271907
2020,58.5,1.89524825760592,0.72508873260391,3.10890975646627
2020,45.5,1.85746512464233,0.741270545651426,3.03242840009569
2021,97.5,1.90770747417145,1.14080389048989,2.68902592602723
2020,32.5,1.22142105093723,0.401969230698802,1.98164520311508
2021,84.5,1.49511195940237,0.596072724701591,2.35997090384233
2020,19.5,0.878748242885353,0.220821112427302,1.54326108390041
2021,71.5,1.45536453884551,0.500654182300151,2.38834595774378
2020,6.5,1.1861441346978,0.730910321725136,1.63763460845779
2021,58.5,1.67710455433589,0.893586149593372,2.35658880988219
2021,45.5,1.97652369268078,1.21110786988796,2.72257172709792
2022,97.5,2.03148026130685,1.19048695164893,2.79870025346385
2021,32.5,2.56604441827428,1.81781267438728,3.39327802597004
2022,84.5,2.27830124153436,1.40931503771714,3.07438595789009
2021,19.5,3.52157741962543,2.48293242330493,4.06466481397434
2022,71.5,2.76983017103823,1.70283813254324,3.74406161296811
2021,6.5,3.81487628510303,3.00943688457296,4.18193875573353
2022,58.5,3.21531226871259,2.16435497254974,4.0668212315472
2022,45.5,4.10055399893518,2.63082652174074,4.85629037057165
2023,97.5,2.68863810043951,1.63789124123851,3.83067488022016
2022,32.5,4.74898135115035,3.41123223080118,5.40162018932495
2023,84.5,3.14956645580401,1.87161443089579,4.36311936443213
2022,19.5,5.06057823245819,3.53201133345092,5.82148348052885
2023,71.5,3.35086623689222,2.12294268939487,4.31970867998758
2022,6.5,6.26553449172256,3.96761282172059,7.43881815578244
2023,58.5,3.79280326794469,2.69978120356847,4.23597816018771
2023,45.5,3.40067828307447,2.00002480054899,4.1123043109194
2024,97.5,2.55014203797643,1.44126426132039,3.4951218939009
2023,32.5,3.6973050125255,2.41293103441143,4.1816562841169
2024,84.5,2.59668673372908,1.5232714331214,3.60992290939469
2023,19.5,3.60796758062088,2.56525396015219,4.06454048205634
2024,71.5,2.55215652716861,1.60753989512424,3.5179755888202
